PRID,HONU,HBUP,HBDE,DIAH,DIAP,HODE,SCMO,SCDR,STTY,MINA,SDTO,STPC,CLPC,PSCL,PHAQ,PHKC,ELCO,EXCA,EXMG,EXNA,EXCK,EXAL,EXAC,CECS,TOTC,TOTN,TCEQ,GYPS,BULK,WR17,WR20,WR25,WR37,WR42,LATI,LNGI,LABO,ELEV
RO 3369,4,48,66,AL,GL,Eg2,7.5Y6/2,10YR8/1,A,N,14,62,24,SIL,5.2,,,,,,,,,10.6,3,0.3,0,0,1.53,,,,,,45.73,25.42,RO001,555
RO 3369,5,66,95,AR,TO,Btg,10YR5/6,7.5GY6/2,R,N,9,53,38,SICL,5.3,,,,,,,,,20.5,,,0,0,1.46,,,,,,45.73,25.42,RO001,555
RO 3372,1,0,2,,OR,Ah,10YR2/1,10YR3/1,N,C,32,62,6,SIL,4.8,,,,,,,,,52.9,187,12,0,0,0.64,,,,,,45.5,24.6,RO001,1100
RO 3372,2,2,7,UM,,Ah,10YR3/2,10YR4/2,G,C,35,55,10,SIL,4.4,,0,,,,,,,34.9,130,10,0,0,,,,,,,45.5,24.6,RO001,1100
RO 3372,3,7,15,SP,,Bs1,10YR3/4,10YR5/3,M,M,36,51,13,SIL,4.5,,0,,,,,,,31,75,5,0,0,,,,,,,45.5,24.6,RO001,1100
RO 3372,4,15,30,SP,,Bs2,10YR5/6,10YR6/4,M,M,41,42,17,L,4.3,,0,,,,,,,23.2,43,3,0,0,0.92,,,,,,45.5,24.6,RO001,1100
RO 3372,5,30,85,SP,,Bs3,10YR5/6,10YR6/6,M,M,44,41,15,L,4.5,,0,,,,,,,13.2,26,2,0,0,0.97,,,,,,45.5,24.6,RO001,1100
RO 3380,1,0,15,UM,AD,Ah,10YR2/2,10YR4/2,G,M,53,33,14,SL,4.8,,,,,,,,,59.5,149,8,0,0,0.34,,,,,,46.28,25.77,RO001,1270
RO 3380,2,15,35,UM,AD,Ah,10YR2/2,10YR4/2,G,A,49,37,14,L,4.7,,,,,,,,,44.6,108,5.8,0,0,0.49,,,,,,46.28,25.77,RO001,1270
RO 3380,3,35,52,CB,AD,BW,10YR3/3,10YR4/3,M,A,51,37,12,L,4.8,,,,,,,,,33.3,67,4.3,0,0,0.58,,,,,,46.28,25.77,RO001,1270
RO 3380,4,52,90,,,R/B,10YR3/3,10YR4/3,M,D,56,34,10,SL,4.8,,,,,,,,,29.8,58,3.9,0,0,,,,,,,46.28,25.77,RO001,1270
RO 3387,1,0,26,MO,,Ap,10YR3/2,10YR4.5/2,S,N,19,50,31,SICL,7.1,,,,,,,0,0,24.6,36,1.5,,,1.27,,,,,,45.93,26.05,RO001,580
RO 3387,2,26,50,MO,,Ah,10YR2/2,10YR3/2,S,N,13,51,36,SICL,7.1,,,,,,,0,0,29.7,15,1.4,,,1.26,,,,,,45.93,26.05,RO001,580
RO 3387,3,50,65,,,AB,10YR2.5/2,10YR3.5/2,S,N,12,53,35,SICL,7.1,,,,,,,0,0,29.4,11,1.1,,,1.31,,,,,,45.93,26.05,RO001,580
RO 3387,4,65,78,AR,,Bt1,10YR3.5/3,10YR4/3,R,N,24,39,37,CL,7.2,,,,,,,0,0,27.9,8,,,,,,,,,,45.93,26.05,RO001,580
RO 3387,5,78,95,AR,,Bt2,10YR4/3,10YR4/3,R,N,26,36,38,CL,7.2,,,,,,,0,0,30.8,6,,,,1.36,,,,,,45.93,26.05,RO001,580
RO 3656,1,0,23,OC,,Ap,10YR3/1.5,10YR5/2,M,N,36,47,17,SIL,7.2,,,,,,,0,0,20,12,0.9,,,1.48,,,,,,44.7,27.75,RO001,8
RO 3656,2,23,34,OC,,A,10YR3/1.5,10YR5/2,B,N,35,48,17,SIL,8,,,,,,,0,0,17,10,0.8,,,1.69,,,,,,44.7,27.75,RO001,8
RO 3656,3,34,54,,,AC,10YR3/2,10YR4.5/2,S,N,44,38,18,SIL,8,,,,,,,0,0,17,6,0.6,,,1.49,,,,,,44.7,27.75,RO001,8
RO 3656,4,54,80,,CO,Cg1,5Y5/3,5Y7/3,M,N,49,36,15,SIL,8.6,,,,,,,0,0,14,5,,101,,1.49,,,,,,44.7,27.75,RO001,8
RO 3656,5,80,150,,CO,Cg2,2.5Y4/4,2.5Y7/2.5,M,N,45,40,15,SIL,9,,,,,,,0,0,14,,,99,,1.49,,,,,,44.7,27.75,RO001,8
RO 468,1,0,2,,,A,10YR3/2,10YR5/1,G,N,17,63,20,SIL,5.4,,1.5,12,5.9,0.5,0.6,,,38.8,109,10.4,0,0,1.13,,,,,,46.55,21.53,RO001,92
RO 468,2,2,5,AL,,E,2.5Y6.5/2,'2.5Y7/2,P,N,20,59,21,SIL,6,,2.3,4.3,2.7,0.6,0.2,,,18.1,27,2.6,,0,1.13,,,,,,46.55,21.53,RO001,92
RO 468,3,5,22,NA,,BE,2.5Y4.5/2,2.5Y7/2,C,N,21,52,27,SIL,7.4,,2,5.1,5,5.8,0.3,0,0,19.7,14,1.1,,,1.58,,,,,,46.55,21.53,RO001,92
RO 468,4,22,47,NA,,Btna,5Y3/1,5Y4/1,S,N,11,46,43,SIC,9.1,,10,6.2,8.8,17.2,0.5,0,0,33.2,9,1,,,1.48,,,,,,46.55,21.53,RO001,92
RO 468,5,47,67,NA,,Btg,2.5Y4/2,2.5Y5/2,A,N,12,46,42,SIC,9.2,,12,5,10,17.2,0.3,0,0,35.6,7,,,,1.46,,,,,,46.55,21.53,RO001,92
RO 477,1,0,3,,OR,O,10YR2.5/2,10YR4/1,S,V,20,54,26,SIL,5.3,,,,,,,,,61.4,120,7,0,0,0.53,,,,,,45.5,25.6,RO001,1045
RO 477,2,3,27,OC,,A,10YR4/4,10YR5.5/4,S,V,18,55,27,SIL,4.7,,,,,,,,,20.8,32,1.6,0,0,0.96,,,,,,45.5,25.6,RO001,1045
RO 477,3,27,42,,,AB,10YR5/5,2.5Y6/4,S,F,21,53,26,SIL,4.9,,,,,,,,,18.2,10,,0,0,1.12,,,,,,45.5,25.6,RO001,1045
RO 477,4,42,75,CB,,Bw,10YR5/5,2.5Y7/4,S,F,20,55,25,SIL,5.1,,,,,,,,,17.3,8,0.7,0,0,1.23,,,,,,45.5,25.6,RO001,1045
RO 477,5,75,148,,,C,2.5Y5/4,5Y6.5/4,M,F,25,58,17,SIL,6.1,,,,,,,,,20,5,,,0,1.48,,,,,,45.5,25.6,RO001,1045
RO 6139,1,0,19,MO,CO,Ap,10YR3/3,10YR5/3,M,N,2,75,23,SIL,8,,,,,,,0,0,15.9,9,1.2,28,,1.3,,,,,,45.05,28.9,RO001,28
RO 6139,2,19,25,MO,CO,Ap,10YR3/3,10YR5/3,M,N,2,76,22,SIL,8,,,,,,,0,0,16.8,9,1.2,76,,1.32,,,,,,45.05,28.9,RO001,28
RO 6139,3,25,40,MO,CO,Ah,10YR3/3,10YR4/3,B,N,2,75,23,SIL,8.1,,,,,,,0,0,16.3,8,1,90,,1.41,,,,,,45.05,28.9,RO001,28
RO 6139,4,40,61,,CO,AC,10YR4/3,10YR5.5/3,B,N,1,76,23,SIL,8,,,,,,,0,0,17.5,6,0.9,102,,1.17,,,,,,45.05,28.9,RO001,28
RO 6139,5,61,91,,CO,Ck,10YR4/4,10YR5.5/4,M,N,2,76,22,SIL,8,,,,,,,0,0,14.8,4,,98,,1.19,,,,,,45.05,28.9,RO001,28
RO 6144,1,0,24,HI,,H,10YR2/1.5,10YR3/1.5,M,N,4,32,64,C,6.5,,,,,,,,,65.5,176,12.9,,0,0.45,,,,,,45.25,29.33,RO001,1
RO 6144,2,24,35,,FL,Ah,10YR2/1.5,10YR3/1.5,M,N,6,46,48,SIC,6.5,,,,,,,,,40.1,35,3.9,4,0,0.69,,,,,,45.25,29.33,RO001,1
RO 6144,3,35,56,,FL,Cr1,5Y5/1,5Y6.5/1,M,N,15,60,25,SIL,7.6,,,,,,,0,0,17.5,9,0.9,131,,1.15,,,,,,45.25,29.33,RO001,1
RO 6144,4,56,96,,FL,Cr2,5Y4.5/1,5Y5/1,M,N,15,61,24,SIL,7.8,,,,,,,0,0,16.7,9,,119,,1.2,,,,,,45.25,29.33,RO001,1
RO 6144,5,96,113,,FL,Cr3,5Y4/1,5Y5/1,M,N,20,60,20,SIL,7.9,,,,,,,0,0,15.6,6,,154,,1.07,,,,,,45.25,29.33,RO001,1
RO 6146,1,0,16,OC,FL,Ap1,5Y4/1.5,5Y5.5/2,M,N,20,56,24,SIL,8,,,,,,,0,0,20.5,15,2.3,117,,1.1,,,,,,45.4,29.3,RO001,0
RO 6146,2,16,29,OC,FL,Ap2,5Y4/1.5,5Y5.5/2,S,N,9,62,29,SICL,8,,,,,,,0,0,23.5,16,2.1,125,,1.21,,,,,,45.4,29.3,RO001,0
RO 6146,3,29,45,,FL,C1,5Y4/2.5,5Y5/2,M,N,16,60,24,SIL,8,,,,,,,0,0,18.5,10,1.2,135,,1.32,,,,,,45.4,29.3,RO001,0
RO 6146,4,45,74,,FL,C2,5Y5/2.5,5Y6/2,M,N,37,53,10,SIL,8.3,,,,,,,0,0,7.7,3,,167,,1.31,,,,,,45.4,29.3,RO001,0
RO 6146,5,74,92,,FL,Cg,5Y5.5/2,5Y7/2.5,M,N,18,68,14,SIL,8.3,,,,,,,0,0,12.8,4,,146,,1.32,,,,,,45.4,29.3,RO001,0
RO 6148,1,0,4,OC,,A,10YR4/2,10YR5/2,N,N,77,18,5,LS,8.4,,,,,,,0,0,9.4,17,1.1,123,,1.25,,,,,,45.3,29.58,RO001,1
RO 6148,2,4,22,,,C1,10YR5/2,10YR6.5/2,N,N,84,15,1,LS,9.2,,,,,,,0,0,1,,0.2,11,,1.27,,,,,,45.3,29.58,RO001,1
RO 6148,3,22,40,,,C2,10YR6/2,10YR6/4,N,N,86,13,1,S,9.1,,,,,,,0,0,1,,0.2,132,,1.35,,,,,,45.3,29.58,RO001,1
RO 6148,4,40,70,,,Cg1,10YR5/3,10YR7/3,N,N,82,17,1,LS,9.1,,,,,,,0,0,2.1,,0.2,98,,1.36,,,,,,45.3,29.58,RO001,1
RO 6148,5,70,102,,,Cg2,10YR5.5/4,10YR7/3.5,N,N,86,13,1,S,8.8,,,,,,,0,0,1.9,,0.2,100,,1.35,,,,,,45.3,29.58,RO001,1
RO 6289,1,0,9,MO,,Ah1,10YR2.5/2,10YR4/2,S,N,17,53,30,SICL,7.3,,,,,,,0,0,58.8,64,2.8,,,,,,,,,47.08,27.5,RO001,190
RO 6289,2,9,22,MO,,Ah2,10YR3/2,10YR4.5/3,S,N,17,54,29,SICL,5.8,,,,,,,,,21.8,19,,,0,1.25,,,,,,47.08,27.5,RO001,190
RO 6289,3,22,36,MO,,AB,10YR3/3,10YR5/3,S,N,17,54,29,SICL,5.8,,,,,,,,,21.6,14,1.4,,0,1.29,,,,,,47.08,27.5,RO001,190
RO 6289,4,36,49,AR,,Bt1,10YR4/4,10YR5/6,S,N,17,53,30,SICL,6,,,,,,,,,19.3,7,0.8,,0,1.62,,,,,,47.08,27.5,RO001,190
RO 6289,5,49,90,AR,,Bt2,10YR4/4,10YR5/6,C,N,14,46,40,SIC,5.6,,,,,,,,,25.4,1,0.4,,0,1.6,,,,,,47.08,27.5,RO001,190
RO 6293,1,0,22,MO,,Ap,10YR2/1,10YR3/1,G,N,24,45,31,CL,6.7,,,,,,,,,33.6,31,2.6,,0,1.08,,,,,,48.1,26.72,RO001,175
RO 6293,2,22,47,MO,,Ah,10YR2/1,10YR3/1,G,N,23,41,36,CL,7.3,,,,,,,0,0,29.9,30,2.5,,,1.24,,,,,,48.1,26.72,RO001,175
RO 6293,3,47,57,,,AB,10YR2.5/1,10YR3.5/1,S,N,24,40,36,CL,8,,,,,,,0,0,,13,1.3,,,1.3,,,,,,48.1,26.72,RO001,175
RO 6293,4,57,90,CB,,Bw,10YR3/1,10YR4/1,S,N,24,42,34,CL,8.2,,,,,,,0,0,27,6,0.8,,,1.41,,,,,,48.1,26.72,RO001,175
RO 6293,5,90,110,,CO,Ck,5Y5/3.5,5Y6/3.5,M,N,24,45,31,CL,8.4,,,,,,,0,0,,3,,91,,1.43,,,,,,48.1,26.72,RO001,175
RO 6300,1,0,8,OC,,Ah1,10YR3/3,10YR6/3,S,N,11,35,54,C,6.4,,,,,,,,,70.3,88,6.7,,0,,,,,,,47.72,25.72,RO001,750
RO 6300,2,8,19,OC,,Ah2,10YR3/2,10YR5/2,S,N,10,33,57,C,6.4,,,,,,,,,56.9,52,4.6,,0,,,,,,,47.72,25.72,RO001,750
RO 6300,3,19,28,OC,,AB,10YR4/4,10YR6.5/2,S,N,10,31,59,C,6.6,,,,,,,,,43.8,24,,,0,,,,,,,47.72,25.72,RO001,750
RO 6300,4,28,82,CB,,Bw,10YR4/4,10YR6/4,S,N,11,33,56,C,6.9,,,,,,,,,37,16,1.8,,0,,,,,,,47.72,25.72,RO001,750
RO 6300,5,82,115,,,C,10YR5/4,5Y6/3,M,N,11,33,56,C,8.2,,,,,,,0,0,24.2,5,0.51,,,,,,,,,47.72,25.72,RO001,750
RO 6335,1,0,20,,,Ap,10YR4/3,10YR5/3,P,N,7,42,51,C,6.3,,,,,,,,,31.2,14,1.2,,0,1.39,,,,,,44.33,22.7,RO001,309
RO 6335,2,20,36,OC,SI,AB,10YR4/4,10YR5/4,M,N,6,37,57,C,5.5,,,,,,,,,35.8,7,1,0,0,1.48,,,,,,44.33,22.7,RO001,309
RO 6335,3,36,55,CB,SI,Bw1,10YR4/4,10YR5/4,W,N,4,32,64,C,5.6,,,,,,,,,38.9,6,0.8,,0,1.49,,,,,,44.33,22.7,RO001,309
RO 6335,4,55,72,CB,SI,Bw2,10YR4/4,10YR5/4,W,N,3,32,65,C,5.9,,,,,,,,,38.5,7,0.8,,0,1.53,,,,,,44.33,22.7,RO001,309
RO 6335,5,72,127,CB,SI,Bw3,10YR4/4,10YR5/4,M,N,4,34,62,C,7.7,,,,,,,0,0,43.1,8,0.8,,,1.56,,,,,,44.33,22.7,RO001,309
RO 6337,1,0,2,OC,,A,10YR2/1,10YR2.5/1,G,M,50,42,8,L,4.3,,0,,,,,,,51.4,214,11,0,0,,,,,,,45.63,24.62,RO001,1700
RO 6337,2,2,18,AL,,E,10YR6/1,10YR7/1,M,A,53,44,3,SL,4.1,,0,,,,,,,15.4,51,3.3,0,0,,,,,,,45.63,24.62,RO001,1700
RO 6337,3,18,25,SP,,Bh1,5YR2/1,7.5YR3/2,M,A,65,31,4,SL,4.3,,0,,,,,,,59.1,140,9.2,0,0,,,,,,,45.63,24.62,RO001,1700
RO 6337,4,25,35,SP,,Bh2,7.5YR3/2,7.5YR5/6,M,A,70,27,3,SL,4.6,,,,,,,,,44.1,85,5.3,0,0,,,,,,,45.63,24.62,RO001,1700
RO 6337,5,35,48,,,B/R,10YR5/4,10YR6/6,M,A,70,27,3,SL,4.7,,,,,,,,,21,35,2.1,0,0,,,,,,,45.63,24.62,RO001,1700
RO 6349,1,0,20,OC,,Ap,5Y2/1.5,2.5Y2/0,M,N,8,17,75,C,6.5,,,,,,,,,54.6,19,1.7,,0,1.3,,,,,,46.1,20.78,RO001,80
RO 6349,2,20,35,,VE,A,5Y2/1.5,2.5Y3/0,A,N,11,14,75,C,7.3,,,,,,,0,0,,19,1.6,,,1.29,,,,,,46.1,20.78,RO001,80
RO 6349,3,35,54,,VE,Bw,2.5Y3/0,2.5Y4/0,W,N,10,13,77,C,7.9,,,,,,,0,0,65.2,18,1.5,,,1.33,,,,,,46.1,20.78,RO001,80
RO 6349,4,54,70,CB,VE,Bwg,5Y3/1,10Y4/1,W,N,12,12,76,C,8.2,,,,,,,0,0,60.2,17,1.5,,,1.33,,,,,,46.1,20.78,RO001,80
RO 6349,5,70,113,,VE,Cg,1.5Y3/0,10YR4/1,W,N,10,11,79,C,8.1,,3.6,,,,,0,0,65.9,16,1.4,,,1.25,,,,,,46.1,20.78,RO001,80
RO 6359,1,0,29,OC,,Ap,10YR4/4,2.5Y6/4,G,N,6,65,29,SICL,5.7,,,,,,,,,13.2,10,0.9,,0,1.32,,,,,,45.18,21.87,RO001,380
RO 6359,2,29,58,,,AB,10YR4/4,10YR6/4,G,N,4,66,30,SICL,5.5,,,,,,,,,12.2,9,0.8,0,0,1.46,,,,,,45.18,21.87,RO001,380
RO 6359,3,38,79,AR,,Bt1,10YR4/4,10YR7/4,S,N,3,66,31,SICL,5.5,,,,,,,,,12.3,8,0.7,0,0,1.52,,,,,,45.18,21.87,RO001,380
RO 6359,4,79,93,AR,,Bt2,10YR4/4,10YR6/6,R,N,5,56,39,SIC,5.7,,,,,,,,,16.3,5,0.4,,0,1.55,,,,,,45.18,21.87,RO001,380
RO 6359,5,93,160,,,C,10YR3/4,10YR6/6,R,N,5,56,39,SIC,6.1,,,,,,,,,16.2,,,,0,1.56,,,,,,45.18,21.87,RO001,380
RO 6367,1,0,22,,,Ap,10YR3/2.5,10YR4/3,M,N,15,56,29,SICL,5,,,,,,,,,10.8,17,1.4,0,0,1.27,,,,,,44.8,25.7,RO001,320
RO 6367,2,22,31,,,E,10YR3.5/2,10YR4/3,M,N,14,60,26,SIL,5,,,,,,,,,11,15,1.2,0,0,1.56,,,,,,44.8,25.7,RO001,320
RO 6367,3,31,42,,,E/B,10YR4/2.5,10YR5/3,S,N,16,53,31,SICL,5.2,,,,,,,,,14.4,9,1,0,0,1.52,,,,,,44.8,25.7,RO001,320
RO 6367,4,42,64,AR,,Btg,10YR4/3,10YR5/3,C,N,9,42,49,SIC,5.3,,,,,,,,,17.9,7,0.8,0,0,1.45,,,,,,44.8,25.7,RO001,320
RO 6367,5,64,100,AR,,Btg,10YR4/3,10YR5/3,C,N,7,40,53,SIC,5.3,,,,,,,,,27.8,7,,0,0,1.34,,,,,,44.8,25.7,RO001,320
RO 7023,1,0,15,MO,,Ah1,10YR2/1,10YR3/1,G,M,24,38,38,CL,8.1,,,,,,,0,0,29.3,27,2,,,1.49,,,,,,46.32,25.92,RO001,800
RO 7023,2,15,30,MO,,Ah2,10YR3/2,10YR4/2,G,M,21,38,41,C,8.2,,,,,,,0,0,30.2,18,2,,,1.47,,,,,,46.32,25.92,RO001,800
RO 7023,3,30,45,MO,,Ah3,10YR3/2,10YR5/2,S,M,21,39,40,C,8,,,,,,,0,0,28.4,17,2,,,1.42,,,,,,46.32,25.92,RO001,800
RO 7023,4,45,60,,CO,AR,2.5Y7/2,2.5Y8/2,M,A,38,33,29,SCL,8.3,,,,,,,0,0,22.7,9,,380,,1.44,,,,,,46.32,25.92,RO001,800
RO 7023,5,60,77,,,R,5Y7/1,5Y8/1,M,D,24,57,19,SIL,8.6,,,,,,,0,0,19.9,,,590,,,,,,,,46.32,25.92,RO001,800
RO 7025,1,0,20,OC,,A,10YR3/1,10YR4/2,G,C,46,32,22,L,4.9,,,,,,,,,,11,2,0,0,1.3,,,,,,47.13,23.91,RO001,350
RO 7025,2,20,40,OC,RO,AR,10YR5/2,10YR6/2,N,A,43,32,25,L,5.6,,,,,,,,,,11,1,,0,1.35,,,,,,47.13,23.91,RO001,350
RO 7104,1,0,20,OC,,Ap1,10YR3/2,10YR4/2,M,N,5,62,33,SICL,5.7,,,,,,,,,15.3,15,1.2,,0,1.12,,,,,,44.22,25.75,RO001,93
RO 7104,2,20,27,OC,,Ap2,10YR3/3,10YR4/3,G,N,5,59,36,SICL,6.3,,,,,,,,,15.9,12,1.1,,0,1.46,,,,,,44.22,25.75,RO001,93
RO 7104,3,27,40,,,AB,10YR3/4,10YR5/4,S,N,4,44,52,SIC,6.5,,,,,,,,,23.5,6,0.7,,0,1.46,,,,,,44.22,25.75,RO001,93
RO 7104,4,40,74,AR,,Bt1,7.5YR3/2,7.5YR4/4,R,N,3,45,52,SIC,6.6,,,,,,,,,23.1,6,0.7,,0,1.46,,,,,,44.22,25.75,RO001,93
RO 7104,5,74,100,AR,,Bt2,7.5YR4/4,7.5YR5/4,R,N,3,49,48,SIC,6.4,,,,,,,,,21.1,5,,,0,1.5,,,,,,44.22,25.75,RO001,93
RO 7107,1,0,18,MO,,Ap1,10YR3/2,10YR3.5/2,M,N,7,55,38,SICL,6.3,,,,,,,,,21.1,17,1.8,,0,1.19,,,,,,44.43,26.52,RO001,66
RO 7107,2,18,30,MO,,Ap2,10YR3/2,10YR3.5/2,M,N,5,57,38,SICL,6.5,,,,,,,,,21.3,17,1.7,,0,1.4,,,,,,44.43,26.52,RO001,66
RO 7107,3,30,45,MO,,Ah,10YR2.5/2,10YR3.5/2,S,N,10,50,40,SICL,6.8,,,,,,,,,20.5,14,1.5,,0,1.41,,,,,,44.43,26.52,RO001,66
RO 7107,4,45,62,,,AB,10YR3/2.5,10YR4/3,S,N,6,54,40,SICL,7.2,,,,,,,0,0,21.1,12,1.4,,,1.44,,,,,,44.43,26.52,RO001,66
RO 7107,5,62,112,CB,,Bw,10YR4/4,10YR5/4,S,N,9,56,35,SICL,7.2,,,,,,,0,0,18.8,7,,,,1.44,,,,,,44.43,26.52,RO001,66
RO 7110,1,0,18,MO,,Ap1,10YR2.5/2,10YR4/2,M,N,4,64,32,SICL,8,,,,,,,0,0,22.6,17,1.6,,,1.31,,,,,,44.4,27.5,RO001,39
RO 7110,2,18,26,MO,,Ap2,10YR2.5/2,10YR4/2,M,N,5,64,31,SICL,8.1,,,,,,,0,0,22.6,16,1.6,,,1.38,,,,,,44.4,27.5,RO001,39
RO 7110,3,26,44,MO,,Ah,10YR2.5/2,10YR4/2,B,N,3,68,29,SICL,8.2,,,,,,,0,0,22.6,15,1.5,,,1.27,,,,,,44.4,27.5,RO001,39
RO 7110,4,44,70,CB,,Bw,10YR3/2,10YR4.5/2,B,N,10,60,30,SICL,8.2,,,,,,,0,0,16.7,9,1.2,96,,1.26,,,,,,44.4,27.5,RO001,39
RO 7110,5,70,105,CA,,Cc,10YR5/3,10YR6/3,M,N,10,62,28,SICL,8.3,,,,,,,0,0,12.8,4,,175,,1.28,,,,,,44.4,27.5,RO001,39
RO 7116,1,0,10,HI,OR,H1,N1,10YR5/4,M,N,,,,,6.3,,,,,,,,,108.1,485,19.3,,0,,,,,,,45.05,29.5,RO001,0
RO 7116,2,10,130,HI,OR,H2,N1,10YR5.5/4,M,N,,,,,5.4,,,,,,,,,111.2,485,18.9,0,0,,,,,,,45.05,29.5,RO001,0
RO 7117,1,0,20,MO,,Ap,10YR2.5/1,10YR3/2,B,N,9,33,58,C,7.4,,,,,,,0,0,49.9,29,2.8,,,,,,,,,45.83,23.87,RO001,500
RO 7117,2,20,43,MO,,Ah,10YR2.5/1,10YR3/2,B,N,7,34,59,C,7.3,,,,,,,0,0,49.1,28,2.8,,,,,,,,,45.83,23.87,RO001,500
RO 7117,3,43,68,,CO,C,10YR4/2,10YR5/3,S,N,7,34,59,C,7.4,,,,,,,0,0,40.5,17,1.7,32,,,,,,,,45.83,23.87,RO001,500
RO 7117,4,68,110,,CO,C,10YR4/4,10YR6/4,M,N,7,38,55,C,8.1,,,,,,,0,0,33.5,9,0.9,162,,,,,,,,45.83,23.87,RO001,500
RO 7117,5,110,150,,CO,C,10YR5/4,10YR6.5/4,M,N,11,41,48,SIC,8.1,,,,,,,0,0,27.7,,,150,,,,,,,,45.83,23.87,RO001,500
SKCA12,1,0,30,MO,CO,Akp,2.5Y 3/2,,B,N,28,56,16,SIL,8.1,7.4,,,,,,0,0,35.2,21.6,,,,1.36,,,,,,47.89,17.67,SK2,112
SKCA12,2,30,42,MO,CO,Ak,2.5Y 3/2,,S,N,32,55,13,SIL,8.2,7.5,,,,,,0,0,33.4,14.2,,,,1.35,,,,,,47.89,17.67,SK2,112
SKCA12,3,42,55,,CO,A/Ck,2.5Y 6/2,,S,N,39,51,10,SIL,8.1,7.7,,0,0,14,7.5,0,0,,,,,,1.31,,,,,,47.89,17.67,SK2,112
SKCA12,4,55,90,,CO,Ckg,2.5Y 5/6,,S,N,40,52,8,SIL,8,7.7,,,,,,0,0,10.6,6.6,,,,1.3,,,,,,47.89,17.67,SK2,112
SKCA27,1,0,30,MO,CO,Akp,2.5Y 3/1,,S,N,15,68,17,SIL,7.8,7,,,,,,0,0,34.2,22.2,,,,1.07,,,,,,48.24,17.79,SK2,121
SKCA27,2,30,50,,CO,A/Ck,2.5Y 3/2,,S,N,16,51,33,SICL,7.9,7,,,,,,0,0,35.3,21,,,,1.26,,,,,,48.24,17.79,SK2,121
SKCA27,3,50,120,,CO,Ck,2.5Y 3/1,,S,N,14,56,30,SICL,8.2,7.3,,,,,,0,0,25.5,14.3,,,,1.34,,,,,,48.24,17.79,SK2,121
SKCM14,1,0,20,MO,CO,Akp,10YR 3/3,,B,N,13,67,20,SIL,8,7.3,,,,,,0,0,24.5,16.1,,,,1.38,,,,,,48.28,17.55,SK2,136
SKCM14,2,20,55,MO,CO,Ak,10YR 3/2,,B,N,16,63,21,SIL,7.9,7.2,,,,,,0,0,23.1,9.6,,,,1.42,,,,,,48.28,17.55,SK2,136
SKCM14,3,55,75,,CO,A/Ck,10YR 5/4,,G,N,15,62,23,SIL,8.1,7.3,,,,,,0,0,23.1,9.6,,,,1.42,,,,,,48.28,17.55,SK2,136
SKCM14,4,75,120,,CO,Ck,10YR 7/5,,G,N,15,60,25,SIL,8.5,7.7,,,,,,0,0,15.6,7.3,,,,1.45,,,,,,48.28,17.55,SK2,136
SKCM15,1,0,27,MO,,Ap,10YR 3/2,,B,N,20,57,23,SIL,7.3,6.7,,,,,,0,0,26,17.4,,,,1.42,,,,,,48.3,17.45,SK2,150
SKCM15,2,27,50,MO,,A,10YR 2/2,,B,N,23,55,22,SIL,7.4,6.6,,,,,,0,0,23.5,14.7,,,,1.46,,,,,,48.3,17.45,SK2,150
SKCM15,3,50,70,,CO,A/Ck,10YR 4/2,,B,N,20,58,22,SIL,7.9,7.2,,,,,,0,0,18.7,9.4,,,,1.37,,,,,,48.3,17.45,SK2,150
SKCM15,4,70,90,,CO,Ak,2.5Y 7/5,,S,N,24,56,20,SIL,8.1,7.7,,,,,,0,0,15.6,5.1,,,,1.4,,,,,,48.3,17.45,SK2,150
SKCM28,1,0,28,MO,,Ap,10YR 4/3,,B,N,22,56,22,SIL,7.1,6.5,,,,,,0,0,28.3,10.7,,,,1.3,,,,,,48.37,17.92,SK2,183
SKCM28,2,28,40,MO,,A,10YR 3/3,,B,N,28,51,21,SIL,7.1,6.5,,,,,,0,0,23.1,10.2,,,,1.39,,,,,,48.37,17.92,SK2,183
SKCM28,3,40,57,,,Bt/C,10YR 5/4,,S,N,23,55,22,SIL,7.4,6.9,,,,,,0,0,22.1,8.1,,,,1.32,,,,,,48.37,17.92,SK2,183
SKCM28,4,57,80,,,Ck,10YR 6/4,,S,N,21,56,23,SIL,7.7,7,,,,,,0,0,19,3.2,,,,1.33,,,,,,48.37,17.92,SK2,183
SKFM04,1,0,15,OC,FL,A,2.5Y 4/2,,B,N,20,59,21,SIL,6.6,5.9,,,,,,,,25,35.1,,,0,1.33,,,,,,48.51,16.91,SK2,147
SKFM04,2,15,35,,FL,A/C,2.5Y 4/3,,S,N,27,47,26,CL,6.9,5.9,,,,,,,,24.8,16.8,,,0,1.27,,,,,,48.51,16.91,SK2,147
SKFM04,3,35,70,,FL,Cc,2.5Y 5/4,,S,N,34,39,27,CL,6.8,6.1,,,,,,,,20.1,10.3,,,0,1.48,,,,,,48.51,16.91,SK2,147
SKFM04,4,70,80,,FL,Ccr,2.5Y 5/3,,S,N,34,38,28,CL,5.5,5.3,,,,,,,,18.3,7.5,,0,0,1.45,,,,,,48.51,16.91,SK2,147
SKFM13,1,0,29,OC,CO,Akp,2.5Y 5/3,,S,N,8,67,25,SIL,7.7,7.1,,,,,,0,0,32.6,25.5,,,,1.32,,,,,,48.23,17.79,SK2,120
